nodes time label
3 0.333 start_et250
3 0.333 start_et250
3 0.318 start_et250
3 0.318 start_et250
3 0.321 start_et250
3 0.321 start_et250
3 0.325 start_et250
3 0.325 start_et250
3 0.319 start_et250
3 0.319 start_et250
3 0.321 start_et250
3 0.321 start_et250
3 0.421 start_et250
3 0.421 start_et250
5 0.646 start_et250
5 0.646 start_et250
5 0.645 start_et250
5 0.645 start_et250
5 0.656 start_et250
5 0.656 start_et250
5 0.648 start_et250
5 0.648 start_et250
5 0.647 start_et250
5 0.647 start_et250
5 0.655 start_et250
5 0.655 start_et250
5 0.65 start_et250
5 0.65 start_et250
7 0.875 start_et250
7 0.875 start_et250
7 0.873 start_et250
7 0.873 start_et250
7 0.866 start_et250
7 0.866 start_et250
7 0.866 start_et250
7 0.866 start_et250
7 0.87 start_et250
7 0.87 start_et250
7 0.875 start_et250
7 0.875 start_et250
7 0.868 start_et250
7 0.868 start_et250
9 1.093 start_et250
9 1.093 start_et250
9 1.091 start_et250
9 1.091 start_et250
9 1.09 start_et250
9 1.09 start_et250
9 1.096 start_et250
9 1.096 start_et250
9 1.099 start_et250
9 1.099 start_et250
9 1.107 start_et250
9 1.107 start_et250
9 1.101 start_et250
9 1.101 start_et250
11 1.325 start_et250
11 1.325 start_et250
11 1.325 start_et250
11 1.325 start_et250
11 1.332 start_et250
11 1.332 start_et250
11 1.32 start_et250
11 1.32 start_et250
11 1.304 start_et250
11 1.304 start_et250
11 1.325 start_et250
11 1.325 start_et250
11 1.313 start_et250
11 1.313 start_et250
13 1.471 start_et250
13 1.471 start_et250
13 1.461 start_et250
13 1.461 start_et250
13 1.477 start_et250
13 1.477 start_et250
13 1.56 start_et250
13 1.56 start_et250
13 1.474 start_et250
13 1.474 start_et250
13 1.456 start_et250
13 1.456 start_et250
13 1.579 start_et250
13 1.579 start_et250
15 1.805 start_et250
15 1.805 start_et250
15 1.695 start_et250
15 1.695 start_et250
15 1.804 start_et250
15 1.804 start_et250
15 1.695 start_et250
15 1.695 start_et250
15 1.715 start_et250
15 1.715 start_et250
