nodes time label
3 0.643 start_et500
3 0.643 start_et500
3 0.632 start_et500
3 0.632 start_et500
3 0.641 start_et500
3 0.641 start_et500
3 0.647 start_et500
3 0.647 start_et500
3 0.635 start_et500
3 0.635 start_et500
3 0.638 start_et500
3 0.638 start_et500
3 0.634 start_et500
3 0.634 start_et500
5 1.072 start_et500
5 1.072 start_et500
5 1.087 start_et500
5 1.087 start_et500
5 1.066 start_et500
5 1.066 start_et500
5 1.074 start_et500
5 1.074 start_et500
5 1.075 start_et500
5 1.075 start_et500
5 1.077 start_et500
5 1.077 start_et500
5 1.075 start_et500
5 1.075 start_et500
7 1.406 start_et500
7 1.406 start_et500
7 1.397 start_et500
7 1.397 start_et500
7 1.397 start_et500
7 1.397 start_et500
7 1.393 start_et500
7 1.393 start_et500
7 1.395 start_et500
7 1.395 start_et500
7 1.405 start_et500
7 1.405 start_et500
7 1.399 start_et500
7 1.399 start_et500
9 1.948 start_et500
9 1.948 start_et500
9 1.848 start_et500
9 1.848 start_et500
9 1.95 start_et500
9 1.95 start_et500
9 1.851 start_et500
9 1.851 start_et500
9 1.947 start_et500
9 1.947 start_et500
9 1.946 start_et500
9 1.946 start_et500
9 1.946 start_et500
9 1.946 start_et500
11 2.181 start_et500
11 2.181 start_et500
11 2.306 start_et500
11 2.306 start_et500
11 2.185 start_et500
11 2.185 start_et500
11 2.3 start_et500
11 2.3 start_et500
11 2.18 start_et500
11 2.18 start_et500
11 2.196 start_et500
11 2.196 start_et500
11 2.193 start_et500
11 2.193 start_et500
13 2.55 start_et500
13 2.55 start_et500
13 2.546 start_et500
13 2.546 start_et500
13 2.561 start_et500
13 2.561 start_et500
13 2.566 start_et500
13 2.566 start_et500
13 2.534 start_et500
13 2.534 start_et500
13 2.548 start_et500
13 2.548 start_et500
13 2.545 start_et500
13 2.545 start_et500
15 2.899 start_et500
15 2.899 start_et500
15 2.827 start_et500
15 2.827 start_et500
15 2.915 start_et500
15 2.915 start_et500
15 2.909 start_et500
15 2.909 start_et500
15 2.912 start_et500
15 2.912 start_et500
15 2.899 start_et500
15 2.899 start_et500
15 2.913 start_et500
15 2.913 start_et500
17 3.272 start_et500
17 3.272 start_et500
17 3.163 start_et500
17 3.163 start_et500
17 3.15 start_et500
17 3.15 start_et500
17 3.174 start_et500
17 3.174 start_et500
17 3.158 start_et500
17 3.158 start_et500
17 3.164 start_et500
17 3.164 start_et500
17 3.16 start_et500
17 3.16 start_et500
19 3.503 start_et500
19 3.503 start_et500
19 3.501 start_et500
19 3.501 start_et500
19 3.527 start_et500
19 3.527 start_et500
19 3.499 start_et500
19 3.499 start_et500
19 3.484 start_et500
19 3.484 start_et500
19 3.508 start_et500
19 3.508 start_et500
19 3.525 start_et500
19 3.525 start_et500
21 4.111 start_et500
21 4.111 start_et500
21 4.095 start_et500
21 4.095 start_et500
21 4.099 start_et500
21 4.099 start_et500
21 3.995 start_et500
21 3.995 start_et500
21 3.998 start_et500
21 3.998 start_et500
21 4.092 start_et500
21 4.092 start_et500
21 4.087 start_et500
21 4.087 start_et500
23 4.444 start_et500
23 4.444 start_et500
23 4.39 start_et500
23 4.39 start_et500
23 4.354 start_et500
23 4.354 start_et500
23 4.411 start_et500
23 4.411 start_et500
23 4.348 start_et500
23 4.348 start_et500
23 4.479 start_et500
23 4.479 start_et500
23 4.387 start_et500
23 4.387 start_et500
25 4.661 start_et500
25 4.661 start_et500
25 4.76 start_et500
25 4.76 start_et500
25 4.782 start_et500
25 4.782 start_et500
25 4.782 start_et500
25 4.782 start_et500
25 4.785 start_et500
25 4.785 start_et500
25 4.807 start_et500
25 4.807 start_et500
25 4.777 start_et500
25 4.777 start_et500
27 5.122 start_et500
27 5.122 start_et500
27 5.064 start_et500
27 5.064 start_et500
27 5.124 start_et500
27 5.124 start_et500
27 5.083 start_et500
27 5.083 start_et500
27 5.172 start_et500
27 5.172 start_et500
27 5.069 start_et500
27 5.069 start_et500
27 5.122 start_et500
27 5.122 start_et500
29 5.433 start_et500
29 5.433 start_et500
29 5.502 start_et500
29 5.502 start_et500
29 5.512 start_et500
29 5.512 start_et500
29 5.612 start_et500
29 5.612 start_et500
29 5.41 start_et500
29 5.41 start_et500
29 5.429 start_et500
29 5.429 start_et500
29 5.402 start_et500
29 5.402 start_et500
31 5.765 start_et500
31 5.765 start_et500
31 5.996 start_et500
31 5.996 start_et500
31 5.802 start_et500
31 5.802 start_et500
31 5.844 start_et500
31 5.844 start_et500
31 5.866 start_et500
31 5.866 start_et500
31 5.788 start_et500
31 5.788 start_et500
31 5.784 start_et500
31 5.784 start_et500
33 6.231 start_et500
33 6.231 start_et500
33 6.208 start_et500
33 6.208 start_et500
33 6.285 start_et500
33 6.285 start_et500
33 6.372 start_et500
33 6.372 start_et500
33 6.221 start_et500
33 6.221 start_et500
33 6.298 start_et500
33 6.298 start_et500
33 6.18 start_et500
33 6.18 start_et500
35 6.854 start_et500
35 6.854 start_et500
35 6.709 start_et500
35 6.709 start_et500
35 6.93 start_et500
35 6.93 start_et500
35 6.703 start_et500
35 6.703 start_et500
35 6.646 start_et500
35 6.646 start_et500
35 6.756 start_et500
35 6.756 start_et500
35 6.698 start_et500
35 6.698 start_et500
3 0.631 start_et500
3 0.645 start_et500
3 0.637 start_et500
3 0.642 start_et500
3 0.635 start_et500
3 0.635 start_et500
3 0.631 start_et500
5 1.069 start_et500
5 1.075 start_et500
5 1.064 start_et500
5 1.074 start_et500
5 1.076 start_et500
5 1.076 start_et500
5 1.078 start_et500
7 1.391 start_et500
7 1.393 start_et500
7 1.394 start_et500
7 1.409 start_et500
7 1.4 start_et500
7 1.387 start_et500
7 1.409 start_et500
9 1.848 start_et500
9 1.954 start_et500
9 1.94 start_et500
9 1.943 start_et500
9 1.951 start_et500
9 1.95 start_et500
9 1.947 start_et500
11 2.193 start_et500
11 2.2 start_et500
11 2.188 start_et500
11 2.188 start_et500
11 2.198 start_et500
11 2.207 start_et500
11 2.295 start_et500
13 2.537 start_et500
13 2.549 start_et500
13 2.547 start_et500
13 2.556 start_et500
13 2.559 start_et500
13 2.57 start_et500
13 2.544 start_et500
15 2.922 start_et500
15 2.807 start_et500
15 2.917 start_et500
15 2.897 start_et500
15 2.91 start_et500
15 2.88 start_et500
15 2.906 start_et500
17 3.146 start_et500
17 3.149 start_et500
17 3.275 start_et500
17 3.178 start_et500
17 3.175 start_et500
17 3.163 start_et500
17 3.233 start_et500
19 3.507 start_et500
19 3.497 start_et500
19 3.515 start_et500
19 3.494 start_et500
19 3.528 start_et500
19 3.508 start_et500
19 3.501 start_et500
21 4.007 start_et500
21 4.086 start_et500
21 3.986 start_et500
21 4.085 start_et500
21 4.147 start_et500
21 4.006 start_et500
21 4.036 start_et500
23 4.411 start_et500
23 4.402 start_et500
23 4.395 start_et500
23 4.465 start_et500
23 4.392 start_et500
23 4.47 start_et500
23 4.368 start_et500
25 4.775 start_et500
25 4.682 start_et500
25 4.798 start_et500
25 4.786 start_et500
25 4.666 start_et500
25 4.806 start_et500
25 4.795 start_et500
27 5.186 start_et500
27 5.024 start_et500
27 5.191 start_et500
27 5.093 start_et500
27 5.192 start_et500
27 5.094 start_et500
27 5.083 start_et500
29 5.388 start_et500
29 5.513 start_et500
29 5.527 start_et500
29 5.451 start_et500
29 5.4 start_et500
29 5.534 start_et500
29 5.531 start_et500
31 5.917 start_et500
31 5.835 start_et500
31 5.835 start_et500
31 5.857 start_et500
31 5.913 start_et500
31 5.816 start_et500
31 5.86 start_et500
33 6.266 start_et500
33 6.169 start_et500
33 6.356 start_et500
33 6.215 start_et500
33 6.238 start_et500
33 6.407 start_et500
33 6.273 start_et500
35 6.732 start_et500
35 6.696 start_et500
35 6.613 start_et500
35 6.682 start_et500
35 6.621 start_et500
35 6.831 start_et500
35 6.769 start_et500
