node time label
3 1.146 kl_average
5 1.078 kl_average
7 1.011 kl_average
9 1.017 kl_average
11 1.027 kl_average
13 1.035 kl_average
15 1.039 kl_average
17 1.273 kl_average
19 1.630 kl_average
21 2.006 kl_average
